TickCount,AgentID,Layer,AgentType,X,Y,Alive,Age,Stage,Energy,Gravid,EggCount,LarvaCount,waterVolume,Resting,RestingDuration,TimeWithoutRest,Elevation,Buildings,Population,tp,t2m,Day
100,7725b720-824a-4b63-9707-2e82d0f99403,Mosquitoes,LivingAgent,9.5934,41.854038,1,458,ADULT,0.536,0,0,0,0.0,0,0,0,2003.282,0.7332,0.74,0.0,27.41,1.0416666666666667
300,9546936c-2b9d-407d-b4a3-96a38e196787,Mosquitoes,LivingAgent,9.612817,41.865691,1,883,LARVA,0.88,0,0,0,0.0,0,0,0,1826.6187,0.7454,0.65,0.0,23.97,3.125
300,7c7f761a-8e90-4699-bb11-3074d1028a4e,Mosquitoes,LivingAgent,9.592437,41.871586,1,1634,ADULT,0.301,0,0,0,0.0,0,0,0,1789.7513,0.5748,0.53,0.0,29.43,3.125
100,2d50219d-61e1-457b-9772-45660ffc2da4,Mosquitoes,LivingAgent,9.612573,41.8616,1,1358,ADULT,0.492,0,0,0,0.0,0,0,0,1835.3752,0.8113,0.78,0.0,24.06,1.0416666666666667
300,8fa709fe-a365-49c3-a2a4-abe8367a010c,Mosquitoes,LivingAgent,9.604379,41.858555,1,805,LARVA,0.801,0,0,0,0.0,0,0,0,1769.8523,0.9553,0.89,0.0,25.18,3.125
400,8d3b13ab-744e-43d8-9ed8-7e659daf16e2,Mosquitoes,LivingAgent,9.615893,41.856452,1,232,PUPA,0.664,0,0,0,0.0,0,0,7,1992.2514,0.7592,0.65,0.0,26.47,4.166666666666667
100,ead54769-68d3-43be-8171-d49f25beff69,Mosquitoes,LivingAgent,9.593156,41.840107,1,287,PUPA,0.702,0,0,0,0.0,0,0,0,2264.689,0.5396,0.46,0.0,23.62,1.0416666666666667
400,ed5c37fa-e2ba-445d-91db-e7d1f7a7c684,Mosquitoes,LivingAgent,9.638142,41.849288,1,116,PUPA,0.575,0,0,0,0.0,0,0,0,1788.9255,0.2578,0.24,0.0,28.34,4.166666666666667
100,d09b3c29-1537-44af-acc1-fae0f739ed1b,Mosquitoes,LivingAgent,9.562936,41.867287,1,286,PUPA,0.547,0,0,0,0.0,0,0,0,2191.4514,0.0541,0.09,0.0,22.92,1.0416666666666667
300,001580e0-370f-4df6-babf-82eb5ca534e0,Mosquitoes,LivingAgent,9.599179,41.850513,1,55,PUPA,0.618,0,0,0,0.0,0,0,0,2190.7007,0.8156,0.66,0.0,27.58,3.125
200,eb33194d-e558-45ef-be1c-28f6b83ec8f6,Mosquitoes,LivingAgent,9.594563,41.861849,1,264,PUPA,0.737,0,0,0,0.0,0,0,0,1783.1974,0.74,0.65,0.286,25.16,2.0833333333333335
100,36163bea-671d-4d32-8c14-2199a8ba2951,Mosquitoes,LivingAgent,9.631127,41.855506,1,413,LARVA,0.732,0,0,0,0.0,0,0,0,2043.7032,0.4186,0.33,0.0,22.93,1.0416666666666667
600,cecbdfcf-5942-440c-9a2e-f63090dfeab7,Mosquitoes,LivingAgent,9.574534,41.858846,1,1444,ADULT,0.347,0,0,0,0.0,0,0,9,2234.1584,0.3188,0.29,0.0,31.68,6.25
200,bb5f4115-c175-4312-8508-44487ef04ebf,Mosquitoes,LivingAgent,9.584518,41.883742,1,156,PUPA,0.702,0,0,0,0.0,0,0,0,1990.1698,0.2597,0.31,0.286,25.69,2.0833333333333335
300,bccf2875-86d2-43f4-b017-b8f7904d2b54,Mosquitoes,LivingAgent,9.626759,41.869584,1,907,LARVA,0.793,0,0,0,0.0,0,0,0,2446.2917,0.4443,0.41,0.0,25.75,3.125
400,16003a92-6931-4be5-9104-30da8b607b0c,Mosquitoes,LivingAgent,9.602393,41.881358,1,1571,ADULT,0.374,0,0,0,0.0,0,0,0,1923.319,0.4567,0.55,0.0,28.34,4.166666666666667
100,87908a8a-0ac0-4adf-b65a-99251a624c3e,Mosquitoes,LivingAgent,9.583308,41.829489,1,908,ADULT,0.545,0,0,0,0.0,0,0,0,1892.7379,0.2316,0.26,0.0,28.89,1.0416666666666667
400,4f5d036d-f03b-443a-a80a-8fbc2d8fb87a,Mosquitoes,LivingAgent,9.60134,41.8445,1,1509,ADULT,0.31,0,0,0,0.0,1,3,0,2445.5504,0.7088,0.74,0.0,25.2,4.166666666666667
400,bd066336-c1dd-4ac8-a417-5c94c4ed3647,Mosquitoes,LivingAgent,9.615469,41.846257,1,248,PUPA,0.681,0,0,0,0.0,0,0,0,2072.0423,0.6744,0.68,0.0,27.11,4.166666666666667
300,67ed0b44-cc6a-423e-8398-2dd2d9ed127e,Mosquitoes,LivingAgent,9.593072,41.889584,1,845,ADULT,0.751,0,0,0,0.0,0,0,74,2179.8052,0.2345,0.35,0.0,24.01,3.125
200,c6a0ef88-4e8e-4d1a-bf4d-35b307f23997,Mosquitoes,LivingAgent,9.592837,41.874746,1,469,ADULT,0.444,1,0,0,0.0,0,0,0,1783.8997,0.5396,0.51,0.2772,24.58,2.0833333333333335
700,29526aee-7f74-4c71-aa7a-68d6f8562c6c,Mosquitoes,LivingAgent,9.611918,41.883251,1,152,PUPA,0.529,0,0,0,0.0,0,0,96,2010.6863,0.3983,0.36,0.0,34.31,7.291666666666667
200,1c8ae3d9-8ee2-41fc-b893-cfb0900e4159,Mosquitoes,LivingAgent,9.587411,41.881707,1,1197,ADULT,0.391,0,0,0,0.0,0,5,16,2003.1887,0.3397,0.32,0.2316,24.61,2.0833333333333335
200,69b06b0f-9d84-46fc-a73e-eb30ee8a4d8e,Mosquitoes,LivingAgent,9.60822,41.831879,1,134,PUPA,0.619,0,0,0,0.0,0,0,0,2227.3864,0.4343,0.41,0.286,25.16,2.0833333333333335
500,f10cd5b7-ab78-4655-a83d-24766114ba40,Mosquitoes,LivingAgent,9.615125,41.824532,1,276,ADULT,0.547,0,0,0,0.0,0,5,16,1984.5192,0.2471,0.31,0.0,29.95,5.208333333333333
300,23331eaa-d4a6-4410-9364-23c237b15683,Mosquitoes,LivingAgent,9.616537,41.843231,1,444,LARVA,0.663,0,0,0,0.0,0,0,0,1992.1273,0.603,0.58,0.0,27.58,3.125
300,9f610b9b-0de1-461c-9dff-adcb049867c0,Mosquitoes,LivingAgent,9.597475,41.88553,1,1775,ADULT,0.427,1,0,0,0.0,0,0,73,2106.1336,0.3597,0.35,0.0,27.58,3.125
700,de64cf0a-9adf-488a-90f3-3b4100099e20,Mosquitoes,LivingAgent,9.610228,41.853215,1,125,PUPA,0.75,0,0,0,0.0,0,0,96,2035.3991,0.8558,0.83,0.0,33.87,7.291666666666667
100,f6b75249-fe40-404e-83f1-64d52845e3d0,Mosquitoes,LivingAgent,9.623869,41.853432,1,257,PUPA,0.644,0,0,0,0.0,0,0,0,1959.1221,0.5724,0.58,0.0,22.93,1.0416666666666667
500,72955979-759f-4f1e-bd8a-fdaafa31da9c,Mosquitoes,LivingAgent,9.599588,41.853041,1,560,ADULT,0.603,0,0,0,0.0,0,0,0,2053.3623,0.8558,0.8,0.0,30.57,5.208333333333333
200,232d509b-b83a-4efb-87dc-fe2406accc52,Mosquitoes,LivingAgent,9.594701,41.869171,1,809,ADULT,0.321,0,0,0,0.0,0,0,0,1656.1655,0.6594,0.59,0.2506,24.47,2.0833333333333335
100,b2be3ebb-f5c7-4322-a8dd-41c4348d791d,Mosquitoes,LivingAgent,9.630785,41.856646,1,540,ADULT,0.509,1,0,0,0.0,0,0,0,2093.1203,0.4396,0.42,0.0,24.44,1.0416666666666667
200,588c10a8-39be-4dcd-9184-ab5ed8d30388,Mosquitoes,LivingAgent,9.636222,41.862071,1,854,LARVA,0.692,0,0,0,0.0,0,0,0,2302.8142,0.3127,0.42,0.286,25.16,2.0833333333333335
300,29df4538-4022-4137-a46a-a890e2fe9301,Mosquitoes,LivingAgent,9.601274,41.889903,1,383,ADULT,0.541,0,0,0,0.0,0,0,0,2337.219,0.2756,0.28,0.0,26.31,3.125
200,dac72e19-0ddf-4006-8306-29d6e46285e1,Mosquitoes,LivingAgent,9.614078,41.827198,1,124,LARVA,0.768,0,0,0,0.0,0,0,47,2018.0006,0.3104,0.31,0.2683,24.55,2.0833333333333335
500,e775c1d7-2eb5-4893-a94c-04a4c840eca3,Mosquitoes,LivingAgent,9.600183,41.825459,1,151,PUPA,0.601,0,0,0,0.0,0,0,71,1965.4261,0.2929,0.4,0.0,28.69,5.208333333333333
200,0108661b-c72e-4b1d-8159-4afdb99f43e5,Mosquitoes,LivingAgent,9.640062,41.859013,1,240,PUPA,0.645,0,0,0,0.0,0,0,0,2117.3683,0.219,0.34,0.2316,24.61,2.0833333333333335
400,4cd17b9e-f582-4e21-81c3-75bc84f68ced,Mosquitoes,LivingAgent,9.636826,41.877607,1,68,PUPA,0.522,0,0,0,0.0,0,0,8,2210.0331,0.1624,0.18,0.0,27.11,4.166666666666667
100,7ea2b0cd-f244-4186-b6a4-32c33a97fa0a,Mosquitoes,LivingAgent,9.595701,41.854864,1,194,ADULT,0.729,0,0,0,0.0,0,0,0,1966.8903,0.796,0.83,0.0,23.09,1.0416666666666667
500,01a4340c-e04d-48f1-bd30-031fee34e7c8,Mosquitoes,LivingAgent,9.572053,41.843907,1,780,LARVA,0.757,0,0,0,0.0,0,0,0,1538.5845,0.22,0.19,0.0,30.57,5.208333333333333
500,209a4404-5eb2-4e56-b822-dda4ba83dbe1,Mosquitoes,LivingAgent,9.604608,41.871119,1,252,LARVA,0.654,0,0,0,0.0,0,0,0,1531.7632,0.7,0.56,0.0,29.95,5.208333333333333
400,9a2b6f05-8ffe-4179-9c66-04edff09f208,Mosquitoes,LivingAgent,9.594674,41.87144,1,75,PUPA,0.778,0,0,0,0.0,0,0,0,1673.2311,0.6117,0.5,0.0,25.2,4.166666666666667
100,aa6d2a3f-a833-47b3-8a77-bd8f6e92ab86,Mosquitoes,LivingAgent,9.597594,41.838869,1,32,ADULT,0.769,1,0,0,0.0,0,0,0,2431.4267,0.5692,0.64,0.0,27.41,1.0416666666666667
400,c9b87f68-cf2c-4ca5-a439-e880993fde1e,Mosquitoes,LivingAgent,9.610573,41.880541,1,299,PUPA,0.564,0,0,0,0.0,0,0,26,1920.694,0.4663,0.55,0.0,27.11,4.166666666666667
200,4ea78a7f-b76b-4ed2-a387-aafd87e48c0c,Mosquitoes,LivingAgent,9.617397,41.85881,1,525,ADULT,0.726,1,0,0,0.0,0,0,0,2027.3026,0.7172,0.72,0.286,24.62,2.0833333333333335
200,b05c2e34-b692-424b-b17c-52ee20701c69,Mosquitoes,LivingAgent,9.623301,41.849219,1,559,LARVA,0.723,0,0,0,0.0,0,0,0,1811.1742,0.5614,0.46,0.286,24.62,2.0833333333333335
100,525611fc-8262-4735-a33d-cd86e50bd6f7,Mosquitoes,LivingAgent,9.581973,41.83479,1,124,PUPA,0.721,0,0,0,0.0,0,0,0,1760.2689,0.2929,0.28,0.0,23.69,1.0416666666666667
200,0f1b36d6-d4ce-4f06-b0ac-7be6996fe249,Mosquitoes,LivingAgent,9.601881,41.855166,1,487,ADULT,0.555,0,0,0,0.0,1,0,0,1956.2539,0.9279,0.85,0.2127,24.76,2.0833333333333335
200,61a7467c-a70c-4196-8c67-cfde3c0ea98c,Mosquitoes,LivingAgent,9.604192,41.876986,1,1208,ADULT,0.58,0,0,0,0.0,0,0,0,1701.1618,0.5595,0.48,0.2772,24.58,2.0833333333333335
200,d0147a76-045d-46e5-8a7b-33f6336d1468,Mosquitoes,LivingAgent,9.592067,41.827888,1,1390,ADULT,0.751,1,0,0,0.0,0,0,0,2050.2708,0.3014,0.41,0.2683,24.55,2.0833333333333335
600,23162e9b-8dbc-45ac-b7a0-c69f0b8755fd,Mosquitoes,LivingAgent,9.608688,41.857125,1,881,ADULT,0.302,0,0,0,0.0,0,5,12,1890.398,0.92,0.92,0.0,31.68,6.25
100,bd4495a1-6374-46e4-9da2-3b70e2d951ab,Mosquitoes,LivingAgent,9.630769,41.873787,1,78,PUPA,0.781,0,0,0,0.0,0,0,0,2434.0655,0.3343,0.37,0.0003,30.82,1.0416666666666667
200,43f350cc-2768-4939-98f5-e592deb41e4c,Mosquitoes,LivingAgent,9.585702,41.857313,1,1204,ADULT,0.776,0,0,0,0.0,1,0,0,2033.933,0.58,0.53,0.2411,24.54,2.0833333333333335
100,34099dcd-e7a1-4e8b-bbd2-153e2ea8a5fc,Mosquitoes,LivingAgent,9.601733,41.846629,1,1082,ADULT,0.558,0,0,0,0.0,0,0,0,2392.9887,0.747,0.78,0.0,22.93,1.0416666666666667
200,a84848c8-cc75-4a8d-90ee-e576de691d0b,Mosquitoes,LivingAgent,9.590933,41.837395,1,252,LARVA,0.801,0,0,0,0.0,0,0,19,2120.3883,0.4559,0.5,0.2595,24.51,2.0833333333333335
200,8f96356f-08ab-4d2a-b21a-a856f7574839,Mosquitoes,LivingAgent,9.595959,41.839013,1,1734,ADULT,0.316,0,0,0,0.0,0,0,42,2374.6144,0.5528,0.53,0.286,25.16,2.0833333333333335
300,b848e76e-cfaf-4537-a791-284312f04f0b,Mosquitoes,LivingAgent,9.596387,41.8579,1,1385,ADULT,0.338,0,0,0,0.0,0,0,0,1856.9728,0.799,0.78,0.0,24.05,3.125
300,3361289c-f7e7-4778-9177-b8a7fa05f504,Mosquitoes,LivingAgent,9.618484,41.834342,1,260,ADULT,0.742,1,0,0,0.0,0,5,41,1913.829,0.4169,0.37,0.0,24.03,3.125
400,d785357b-2fac-48d5-9999-28697403ca3f,Mosquitoes,LivingAgent,9.611013,41.872972,1,392,LARVA,0.827,0,0,0,0.0,0,0,4,1748.2312,0.6323,0.61,0.0,25.2,4.166666666666667
200,dd73f7aa-c621-430e-a4a6-f0506a5a0738,Mosquitoes,LivingAgent,9.628929,41.85396,1,210,PUPA,0.532,0,0,0,0.0,0,0,0,1994.0044,0.4765,0.46,0.2683,24.55,2.0833333333333335
100,e5ebf1e4-43bc-4db0-91ed-1d6a5b30a4c1,Mosquitoes,LivingAgent,9.593321,41.865302,1,1899,ADULT,0.473,0,0,0,0.0,0,0,0,1754.2942,0.6838,0.55,0.0,27.41,1.0416666666666667
200,6e81d87d-d8d5-4c7f-9972-af382fff8620,Mosquitoes,LivingAgent,9.618262,41.853407,1,815,LARVA,0.636,0,0,0,0.0,0,0,0,1987.9369,0.6895,0.58,0.2411,24.54,2.0833333333333335
100,99043972-e52c-46ce-955a-f6950adee5eb,Mosquitoes,LivingAgent,9.59678,41.83404,1,1154,ADULT,0.569,1,0,0,0.0,0,0,0,2327.7787,0.4686,0.43,0.0,23.69,1.0416666666666667
300,3b7d633c-2713-4f9b-9e60-1c6da1361d30,Mosquitoes,LivingAgent,9.574463,41.84151,1,1212,ADULT,0.317,0,0,0,0.0,1,3,0,1506.4706,0.2397,0.34,0.0,25.18,3.125
200,01f6d1b9-157a-4f61-9b82-a98eee6b9f4b,Mosquitoes,LivingAgent,9.606707,41.888398,1,197,PUPA,0.749,0,0,0,0.0,0,0,0,2229.384,0.3188,0.31,0.2772,24.58,2.0833333333333335
100,bc5f2b42-fc04-401f-ae08-c65078e5bbb9,Mosquitoes,LivingAgent,9.613766,41.890072,1,1028,ADULT,0.539,0,0,0,0.0,0,0,0,2094.8225,0.2527,0.38,0.0004,31.47,1.0416666666666667
400,f2d7c79d-3976-418f-8610-d6d608f41bfa,Mosquitoes,LivingAgent,9.606512,41.85614,1,214,ADULT,0.529,0,0,0,0.0,0,0,0,1917.6124,0.9553,0.92,0.0,27.11,4.166666666666667
400,7d205bc6-7274-4aa5-9ac2-ef0cd4290251,Mosquitoes,LivingAgent,9.577703,41.890982,1,717,LARVA,0.85,0,0,0,0.0,0,0,0,1659.6288,0.0473,0.15,0.0,27.73,4.166666666666667
400,0fc05526-fc2b-4f86-a956-e7b4861a2c39,Mosquitoes,LivingAgent,9.573409,41.853989,1,275,PUPA,0.639,0,0,0,0.0,0,0,0,1993.8212,0.2974,0.27,0.0,26.47,4.166666666666667
200,39bec989-ce17-4451-ba41-95201588896e,Mosquitoes,LivingAgent,9.606754,41.851824,1,1576,ADULT,0.442,0,0,0,0.0,0,0,0,2135.7573,0.8735,0.82,0.286,24.62,2.0833333333333335
300,995349c3-5e98-4e55-b881-c56bd983313f,Mosquitoes,LivingAgent,9.594696,41.866317,1,109,ADULT,0.398,0,0,0,0.0,1,2,0,1669.8137,0.7027,0.64,0.0,23.99,3.125
300,794e4856-2c64-46eb-bb37-efd69f834aeb,Mosquitoes,LivingAgent,9.609543,41.866648,1,147,LARVA,0.674,0,0,0,0.0,0,0,14,1661.2806,0.7764,0.8,0.0,28.21,3.125
200,7438a640-cb8b-4e91-a037-373d0751f991,Mosquitoes,LivingAgent,9.57809,41.842339,1,1629,ADULT,0.748,0,0,0,0.0,0,0,0,1560.4464,0.32,0.35,0.2411,24.54,2.0833333333333335
500,dbc76320-30c4-469f-94d9-5c829bd3ef6b,Mosquitoes,LivingAgent,9.578315,41.856598,1,36,LARVA,0.869,0,0,0,0.0,0,0,0,2080.4996,0.4197,0.42,0.0,29.32,5.208333333333333
200,55e6596b-8526-4990-a2ac-2da1f7171500,Mosquitoes,LivingAgent,9.619663,41.835287,1,1231,ADULT,0.302,1,0,0,0.0,0,0,0,1866.5219,0.4231,0.35,0.2316,24.61,2.0833333333333335
100,5227d99a-15a6-4d8d-bc75-5549962c2b49,Mosquitoes,LivingAgent,9.625303,41.842182,1,488,LARVA,0.725,0,0,0,0.0,0,0,0,1616.3417,0.4559,0.36,0.0,27.41,1.0416666666666667
300,514b1074-6c53-4054-b086-6f1d7cf4ae3e,Mosquitoes,LivingAgent,9.617344,41.887166,1,653,ADULT,0.7,0,0,0,0.0,0,0,49,1974.8617,0.2831,0.28,0.0,25.18,3.125
300,438d4fe8-c3fe-4558-b858-a2ad601b87d8,Mosquitoes,LivingAgent,9.615881,41.841567,1,1130,ADULT,0.517,1,0,0,0.0,0,0,0,2041.0246,0.5838,0.53,0.0,27.58,3.125
300,e7d60df1-0b88-466f-911d-795e1d7b0859,Mosquitoes,LivingAgent,9.617037,41.863144,0,515,ADULT,0.37,1,0,0,0.0,0,5,97,2007.0174,0.7047,0.6,0.0,25.18,3.125
100,1ebf8063-549e-4630-988a-ec366835420c,Mosquitoes,LivingAgent,9.620274,41.825461,1,237,PUPA,0.731,0,0,0,0.0,0,0,0,2014.319,0.2218,0.3,0.0,28.89,1.0416666666666667
100,e0f06e81-634b-4c36-8f4d-baf2ef5df77e,Mosquitoes,LivingAgent,9.573593,41.855336,1,82,PUPA,0.642,0,0,0,0.0,0,0,0,2043.6399,0.2989,0.3,0.0,28.89,1.0416666666666667
300,5aba0319-2094-444d-8790-5c0e6c20747b,Mosquitoes,LivingAgent,9.572177,41.869815,1,1575,ADULT,0.426,0,0,0,0.0,1,3,0,2489.3669,0.2275,0.35,0.0,24.61,3.125
300,df9f8136-bc8b-40df-8cbf-b9f2eee5bb77,Mosquitoes,LivingAgent,9.608705,41.841481,1,85,LARVA,0.827,0,0,0,0.0,0,0,0,2381.5446,0.6507,0.6,0.0,24.01,3.125
300,2c0f548e-7b68-4461-80b6-c20f52ad4264,Mosquitoes,LivingAgent,9.581584,41.865295,1,685,LARVA,0.737,0,0,0,0.0,0,0,0,2313.2388,0.4497,0.53,0.0,27.58,3.125
500,4fb7423f-773d-4902-8767-69c5d37acebf,Mosquitoes,LivingAgent,9.573645,41.85309,1,912,ADULT,0.345,0,0,0,0.0,0,0,68,1944.0642,0.2954,0.25,0.0,31.13,5.208333333333333
200,11ca70e0-92c0-4be1-b746-9a813cfc3bd0,Mosquitoes,LivingAgent,9.605499,41.842753,1,681,LARVA,0.635,0,0,0,0.0,0,0,57,2447.538,0.6794,0.69,0.2506,24.47,2.0833333333333335
200,adb06577-7f13-4c18-8e4b-06822fba01fa,Mosquitoes,LivingAgent,9.576108,41.855151,1,454,ADULT,0.76,0,0,0,0.0,1,2,0,2042.6053,0.3588,0.34,0.2222,24.68,2.0833333333333335
300,b9af2620-2d00-4123-a6ef-961a215c90de,Mosquitoes,LivingAgent,9.609445,41.865876,1,323,LARVA,0.763,0,0,0,0.0,0,0,0,1661.2806,0.7764,0.8,0.0,24.01,3.125
300,46f0b975-1241-46d6-b1de-2af915eb8bc1,Mosquitoes,LivingAgent,9.600616,41.87236,1,33,PUPA,0.719,0,0,0,0.0,0,0,0,1553.0815,0.6456,0.55,0.0,28.21,3.125
100,30d75be3-4df5-46fa-a9f1-13595d0f28fe,Mosquitoes,LivingAgent,9.586188,41.868053,1,1603,ADULT,0.441,0,0,0,0.0,1,2,0,2119.211,0.5163,0.45,0.0003,30.82,1.0416666666666667
400,afc22ecb-7542-42ca-9c52-b2b24bf31085,Mosquitoes,LivingAgent,9.585015,41.859919,1,1349,ADULT,0.606,0,0,0,0.0,0,0,4,2092.8544,0.5559,0.48,0.0,25.2,4.166666666666667
300,97ec2d98-5281-440c-9d98-350092211d98,Mosquitoes,LivingAgent,9.589533,41.842518,1,308,PUPA,0.744,0,0,0,0.0,0,0,86,2076.2541,0.5331,0.42,0.0,28.21,3.125
100,401802a8-c0b0-49ea-af48-94cbc063a4dc,Mosquitoes,LivingAgent,9.623161,41.885207,1,157,ADULT,0.769,0,0,0,0.0,0,0,0,1919.9974,0.2622,0.26,0.0002,30.18,1.0416666666666667
100,5c7e3365-b204-4b00-b8b3-1dc6c870daa6,Mosquitoes,LivingAgent,9.63035,41.839531,1,182,ADULT,0.686,1,0,0,0.0,0,0,0,1501.1601,0.3232,0.28,0.0,28.89,1.0416666666666667
300,5e1e2c7a-e89f-4641-a772-fa16f8354bee,Mosquitoes,LivingAgent,9.586372,41.845413,1,1875,ADULT,0.536,0,0,0,0.0,0,0,12,1898.5463,0.506,0.55,0.0,28.84,3.125
400,d5022aba-6fd8-4845-b42a-7be6096b8924,Mosquitoes,LivingAgent,9.588805,41.860614,1,406,LARVA,0.766,0,0,0,0.0,0,0,80,1981.4752,0.6312,0.52,0.0,27.11,4.166666666666667
400,9c39313b-0839-4ba4-9808-544c40f49512,Mosquitoes,LivingAgent,9.628914,41.846333,1,1501,ADULT,0.443,0,0,0,0.0,0,0,0,1617.2034,0.4273,0.44,0.0,27.73,4.166666666666667
100,a6228238-3bdb-443a-ad30-669b7f0422f7,Mosquitoes,LivingAgent,9.607382,41.879524,1,1502,ADULT,0.658,0,0,0,0.0,1,1,0,1855.7534,0.4964,0.57,0.0,27.41,1.0416666666666667
300,0ea2740b-14a8-4806-a12c-b4c7af5e7cef,Mosquitoes,LivingAgent,9.601346,41.87365,1,166,PUPA,0.677,0,0,0,0.0,0,0,91,1568.0438,0.6312,0.65,0.0,24.01,3.125
200,47502c58-80e0-4505-be90-1d0eba5e91b8,Mosquitoes,LivingAgent,9.634136,41.836635,1,707,LARVA,0.733,0,0,0,0.0,0,0,0,1574.7559,0.2118,0.32,0.286,25.69,2.0833333333333335
200,0311a053-1d1a-445a-b837-7500854b5553,Mosquitoes,LivingAgent,9.609962,41.823295,1,593,ADULT,0.321,0,0,0,0.0,0,0,0,1905.6344,0.2533,0.32,0.2772,24.58,2.0833333333333335
100,48051a2c-5c5c-4f3b-9de6-04e10cec9cca,Mosquitoes,LivingAgent,9.589528,41.871393,1,42,LARVA,0.803,0,0,0,0.0,0,0,0,1925.0525,0.5331,0.55,0.0,22.91,1.0416666666666667
100,43a9db10-9b9d-4af0-a7fa-03af5db583f8,Mosquitoes,LivingAgent,9.62031,41.846101,1,1299,ADULT,0.442,0,0,0,0.0,0,0,0,1839.8884,0.5838,0.54,0.0002,30.18,1.0416666666666667
600,51d9d9ca-a55f-42c9-9351-e15c3de44a70,Mosquitoes,LivingAgent,9.599988,41.876734,1,258,PUPA,0.689,0,0,0,0.0,0,0,25,1710.5458,0.5439,0.6,0.0,31.08,6.25
200,5094237f-ad71-4231-a83d-3d8fdf7b1083,Mosquitoes,LivingAgent,9.616871,41.884112,1,1597,ADULT,0.51,0,0,0,0.0,0,0,0,1998.7768,0.3461,0.36,0.286,25.16,2.0833333333333335
400,3288c345-5f96-4a5f-906d-8ce5bdefcf53,Mosquitoes,LivingAgent,9.59927,41.864611,1,107,ADULT,0.525,0,0,0,0.0,0,0,10,1578.6689,0.8,0.66,0.0,26.47,4.166666666666667
200,9cc4d879-fff0-406d-afb5-20126f8414b8,Mosquitoes,LivingAgent,9.606598,41.834712,1,408,ADULT,0.31,0,0,0,0.0,0,0,0,2353.887,0.4984,0.53,0.2772,24.58,2.0833333333333335
300,23d6ab48-ee30-4b07-98fc-17c1881214ca,Mosquitoes,LivingAgent,9.605202,41.837174,1,66,LARVA,0.633,0,0,0,0.0,0,0,0,2451.7599,0.56,0.53,0.0,23.99,3.125
400,03c083d3-f492-401b-a0a0-99b804491f2f,Mosquitoes,LivingAgent,9.585178,41.857553,1,796,ADULT,0.634,1,0,0,0.0,1,2,0,2047.5117,0.56,0.55,0.0,25.84,4.166666666666667
400,bb167c55-47f6-45ec-a402-2608df99f715,Mosquitoes,LivingAgent,9.612335,41.85464,1,1146,ADULT,0.609,0,0,0,0.0,1,2,0,2002.8779,0.8291,0.7,0.0,25.84,4.166666666666667
400,e4bba168-0a9f-4e62-a4bd-a118d2f70c0f,Mosquitoes,LivingAgent,9.599684,41.84699,1,392,LARVA,0.692,0,0,0,0.0,0,0,31,2345.3993,0.7494,0.75,0.0,28.34,4.166666666666667
400,d777eff4-4193-41c8-8679-f485385762e1,Mosquitoes,LivingAgent,9.592026,41.865786,1,286,ADULT,0.77,0,0,0,0.0,0,0,0,1787.5525,0.6559,0.68,0.0,27.11,4.166666666666667
500,2f332a11-93d9-4338-ab41-cdc76ec44170,Mosquitoes,LivingAgent,9.585646,41.841335,1,222,LARVA,0.648,0,0,0,0.0,0,0,0,1881.8731,0.4596,0.47,0.0,29.32,5.208333333333333
500,46081c35-d7de-41e8-8958-1a0dc0a1ff6e,Mosquitoes,LivingAgent,9.597281,41.826303,0,1815,ADULT,0.457,1,0,0,0.0,0,5,97,2011.9467,0.2966,0.41,0.0,31.13,5.208333333333333
400,fed5594a-bc95-4d47-9c9d-a8a95b069e28,Mosquitoes,LivingAgent,9.606731,41.822128,1,1232,ADULT,0.54,0,0,0,0.0,1,1,0,1799.6342,0.219,0.26,0.0,27.73,4.166666666666667
400,2762973c-21ca-460b-9f57-8e7d0b7fa88f,Mosquitoes,LivingAgent,9.63936,41.864002,1,938,ADULT,0.322,1,0,0,0.0,0,0,0,2258.9778,0.2233,0.24,0.0,25.2,4.166666666666667
100,d007db2d-9ecb-4033-9c21-a2e2ad219563,Mosquitoes,LivingAgent,9.59763,41.851291,1,764,ADULT,0.412,0,0,0,0.0,0,0,0,2133.9319,0.8,0.69,0.0004,31.47,1.0416666666666667
200,328efac3-40d7-44ca-b260-ba039e6a6ec1,Mosquitoes,LivingAgent,9.585076,41.842484,1,5,PUPA,0.785,0,0,0,0.0,0,0,0,1838.067,0.4559,0.46,0.2772,24.58,2.0833333333333335
100,dd91d786-61c0-4fff-a9db-8776b87bde7d,Mosquitoes,LivingAgent,9.604822,41.87069,1,681,ADULT,0.468,0,0,0,0.0,1,1,0,1531.7632,0.7,0.56,0.0002,30.18,1.0416666666666667
300,3f10564f-ac75-428d-ace4-ee4d75d8cbe5,Mosquitoes,LivingAgent,9.597821,41.846738,1,366,ADULT,0.415,0,0,0,0.0,0,0,0,2316.3525,0.728,0.68,0.0,24.01,3.125
600,526d775a-7b33-4d83-97df-e7764e672159,Mosquitoes,LivingAgent,9.59125,41.859943,1,1470,ADULT,0.654,0,0,0,0.0,0,0,85,1902.7674,0.6941,0.67,0.0,31.68,6.25
100,27af1ede-611c-4fdd-acc2-cd8236ad4e5f,Mosquitoes,LivingAgent,9.599441,41.887831,1,512,ADULT,0.394,0,0,0,0.0,1,0,0,2247.0781,0.3095,0.41,0.0,22.93,1.0416666666666667
